Age_Days,Employed_Days,Credit_Amount,Loan_Annuity,Child_Count,Score_Source,Client_Gender,Car_Owned,House_Own,Client_Education,Client_Income,Default
8003,5332,174338,10762,2,0.3804779871551578,Male,1,1,Post Graduate,80362,0
19905,6401,77843,6969,2,0.682896140122411,Female,0,0,Post Graduate,79509,1
12782,4625,190118,13178,4,0.41631876883430197,Female,0,0,Secondary,37118,0
17921,6830,415208,7168,1,0.7908551140675644,Female,1,1,Post Graduate,36218,1
13676,7072,277997,18097,3,0.352169572994092,Male,0,1,Secondary,36065,1
9100,2276,176417,15096,0,0.21036239597292491,Female,1,1,Graduate,98507,0
12763,595,166585,8203,1,0.3879556293775429,Female,1,0,Graduate,55018,1
21160,3874,80346,4545,4,0.3337367405216407,Male,0,0,Graduate,72544,0
12212,4530,269356,1863,1,0.555800507807447,Male,0,1,Post Graduate,41498,1
11948,4977,435296,17148,2,0.3425923041596034,Female,0,1,Secondary,65529,1
8155,7164,423913,18809,2,0.7342329095036464,Male,0,0,Post Graduate,29617,1
17304,5877,152391,19688,3,0.3689594466028028,Male,0,1,Secondary,69039,1
10166,4497,496742,1653,0,0.694877725938859,Female,1,0,Graduate,27770,1
19134,2669,385287,9129,0,0.6049296461096068,Male,1,1,Graduate,83079,0
7482,2135,348931,1443,4,0.8903748995303191,Male,0,0,Graduate,63944,1
10412,6727,345727,6106,3,0.899930683906462,Female,0,0,Post Graduate,27581,1
12970,3964,193635,5436,0,0.808668258322131,Female,1,1,Post Graduate,28669,0
11792,1565,227132,10472,2,0.7319883585091258,Male,1,0,Secondary,91058,1
13123,308,310609,4039,3,0.4705194898004016,Female,1,0,Secondary,29343,0
8817,7049,171943,9291,1,0.7272937089919125,Female,0,1,Graduate,60413,0
12302,342,295534,11278,3,0.8696728759556436,Male,0,0,Post Graduate,27924,1
8656,435,214762,17285,3,0.21636430277681093,Male,1,1,Post Graduate,67049,1
17666,176,423377,14944,0,0.5765402901384171,Male,1,0,Secondary,74407,1
10929,138,275784,3737,4,0.3525988130719042,Female,0,1,Secondary,42066,1
10928,193,64925,2607,4,0.5905134211081953,Female,1,0,Post Graduate,97583,0
19588,3257,267859,3953,0,0.5265129628312237,Male,0,0,Post Graduate,73894,1
18731,3235,133184,13173,0,0.603038007086599,Male,1,1,Secondary,81856,1
19183,5280,463324,6933,0,0.5856735549931069,Male,0,1,Post Graduate,51573,1
15510,942,126515,12386,4,0.8720749274179933,Male,1,0,Post Graduate,90236,0
18895,4620,249330,16221,0,0.5865302762543152,Female,1,1,Graduate,39157,1
20171,3879,186427,5682,1,0.792362461687407,Female,1,1,Post Graduate,89820,0
20043,5720,358213,15853,1,0.42387420076059257,Female,1,0,Post Graduate,63386,0
18496,3113,275407,12284,2,0.5066704821537342,Female,0,1,Post Graduate,83039,1
13432,2962,150854,12154,1,0.5292894332313669,Female,1,0,Secondary,62625,1
16624,6353,366615,10047,3,0.39510963033476576,Female,0,1,Graduate,21489,1
18831,4836,344849,11338,2,0.4658531830345687,Male,1,0,Secondary,93209,1
13888,4957,224981,15323,1,0.6189591556267426,Female,1,1,Graduate,88395,0
10611,953,269678,5925,3,0.6061314343131726,Female,0,0,Graduate,21015,1
13348,1302,178501,6783,1,0.6455047412014363,Female,1,0,Post Graduate,94560,1
18864,5370,166361,13343,3,0.4462725407940987,Female,1,1,Graduate,23096,1
13546,3381,234811,10917,0,0.42108204660714,Male,0,1,Graduate,35562,1
8287,5839,257892,11145,3,0.6281325179279141,Male,1,0,Post Graduate,89738,1
10621,2880,137273,7723,0,0.2930032238992675,Female,1,1,Post Graduate,76559,1
11915,2187,335385,17568,3,0.37712208047249796,Male,1,0,Graduate,66156,1
20446,4887,470630,17905,3,0.22948941586709665,Male,0,0,Secondary,35848,1
15665,545,100818,18632,1,0.2508275968172561,Male,1,1,Graduate,77315,1
20954,5940,201967,14349,3,0.3703682954824262,Male,0,1,Secondary,60852,1
11041,5112,404451,2002,1,0.21367049620784334,Female,0,1,Secondary,58548,1
10352,1927,243481,7266,3,0.3717874144612231,Female,0,0,Graduate,67151,1
13874,5649,498540,12330,4,0.6584834261434183,Female,0,1,Secondary,20426,1
8026,4152,379064,15980,2,0.24277495492825313,Female,1,1,Graduate,22536,1
11060,6255,496771,8017,1,0.5057156744562487,Female,1,1,Secondary,86887,1
13106,4,168642,9585,1,0.8391761508436846,Male,0,0,Secondary,74556,1
9175,3481,377597,17011,0,0.7538993802477807,Female,1,1,Graduate,79519,1
14293,5533,334833,19001,4,0.41380625160640006,Female,1,1,Post Graduate,90117,1
21269,3253,245428,18044,0,0.8473638354341528,Male,1,0,Post Graduate,58030,1
11333,7180,274083,6524,4,0.4307525477234074,Male,1,1,Graduate,91306,1
12743,1362,451468,6250,4,0.25076084743629373,Female,1,0,Graduate,17385,1
8289,1820,342988,8512,3,0.8958391697376795,Male,1,1,Post Graduate,66746,1
11044,5378,145687,1319,0,0.8090157690324202,Female,0,0,Post Graduate,32542,0
18178,6233,335509,11416,2,0.5261529483107646,Male,1,0,Secondary,30223,1
15911,2663,187098,4600,4,0.6664635669346828,Female,0,0,Secondary,45504,1
7893,2938,410447,6279,4,0.6698596544996691,Female,1,1,Secondary,62558,1
9074,6841,340667,19151,1,0.33613756151132224,Female,0,1,Post Graduate,94694,1
17951,1273,191554,16494,3,0.3400340432075426,Female,1,0,Graduate,63784,1
8235,3326,162105,19182,2,0.5287064923462781,Male,0,1,Secondary,35067,1
20695,3659,361032,13398,4,0.8381011980963886,Female,0,1,Graduate,20051,1
20724,2945,163884,1282,1,0.20699564240099955,Female,1,1,Post Graduate,53299,0
11108,3018,156968,15030,0,0.7477539451645514,Female,1,0,Secondary,35167,1
7631,1131,362254,16302,4,0.2402687486002579,Female,0,1,Post Graduate,45502,0
18941,4763,271716,6166,1,0.5347554804181824,Male,1,0,Graduate,66039,0
15222,6737,443709,8121,0,0.6465109831514335,Male,1,0,Secondary,77028,0
10002,2636,499410,15677,3,0.6807314869577253,Female,1,1,Graduate,10682,0
21676,6628,132001,17373,0,0.24093548453113797,Female,1,1,Graduate,35204,1
19498,3029,89767,5896,4,0.4930225321687777,Male,0,0,Secondary,73159,1
13189,3019,79550,17514,2,0.6086860823516272,Female,1,1,Secondary,30866,1
12354,5377,194905,2293,0,0.24623187611420486,Female,1,1,Post Graduate,56662,1
11168,6782,184042,7957,2,0.2945661896167169,Male,1,0,Secondary,31131,1
11500,5092,148315,17444,2,0.664554292652827,Male,1,1,Secondary,61392,0
7501,6022,145494,19595,0,0.5651467376134562,Male,0,0,Secondary,54714,1
9797,4377,177424,10740,3,0.3132800628878034,Female,1,0,Secondary,11093,1
9142,7129,425999,13559,0,0.5746675358403135,Female,1,1,Secondary,89021,0
17358,3159,132681,10973,1,0.838884661411091,Female,1,0,Post Graduate,20683,1
17488,5323,413633,7276,2,0.21091130934275476,Female,0,1,Graduate,95692,1
20877,6159,230249,9152,4,0.6498436414400982,Male,1,1,Post Graduate,51392,1
16401,5031,442690,8973,2,0.25155530422373934,Male,0,1,Graduate,15334,0
19797,253,302411,16333,4,0.2045146100752906,Male,1,0,Secondary,84046,1
11958,5307,242573,1037,1,0.30545814206244365,Male,1,0,Post Graduate,91181,0
18681,328,78900,6990,1,0.4960346422977435,Female,0,0,Graduate,73712,1
14844,2591,64126,6438,1,0.761640799287367,Female,0,1,Graduate,33900,0
15018,2830,161198,16735,0,0.39724984762319104,Male,1,1,Secondary,41107,1
21151,3044,251762,11856,2,0.637971248672131,Female,1,0,Secondary,66660,0
8070,1420,268816,1473,4,0.48780964656871467,Male,1,1,Graduate,52822,0
10455,5636,391447,1058,1,0.36403225437620557,Male,1,1,Post Graduate,34646,1
17993,3401,266651,3636,1,0.5599729799980011,Female,1,0,Graduate,64400,1
18206,2892,491210,15834,4,0.7582251432608362,Female,0,0,Post Graduate,75979,1
20216,5288,379205,16577,2,0.7827446590393008,Female,1,0,Post Graduate,58417,1
19077,5812,66978,19998,2,0.7925636723140657,Female,0,1,Graduate,72038,0
8928,6509,106344,8296,4,0.4369904687884856,Female,0,1,Post Graduate,73505,1
21289,5297,358792,13670,3,0.7554192453010271,Female,1,1,Graduate,81210,0
7686,654,313199,10725,2,0.3485249185762355,Female,1,0,Graduate,11869,0
13331,5481,125582,3674,4,0.7168975708700183,Female,0,0,Secondary,63800,1
18913,759,282459,16796,4,0.8638690983908317,Male,0,0,Graduate,52971,1
13739,6782,131214,12065,1,0.20962068428367003,Male,1,0,Graduate,37497,1
13701,1798,488092,12026,4,0.5082547518251586,Female,0,1,Secondary,54311,1
20692,5159,273232,3076,0,0.6534396918898032,Female,0,0,Secondary,92199,1
11308,2971,420098,5787,1,0.6912430393412872,Male,0,1,Post Graduate,10770,1
19585,4511,88725,8494,1,0.32326143078844155,Male,1,0,Post Graduate,97482,0
19855,3426,448471,3581,2,0.880528292667015,Male,1,1,Secondary,60105,1
9766,254,365524,16600,3,0.6306857575796811,Male,0,0,Secondary,39000,1
9582,5262,295720,15333,2,0.31503842085978745,Female,0,1,Secondary,11559,1
9156,3823,103333,11404,0,0.21436575819876072,Male,1,1,Graduate,62598,0
15280,1876,354603,12166,1,0.7482849391528432,Male,1,0,Graduate,54327,1
9298,2757,428662,1932,1,0.25579331761182134,Male,0,1,Graduate,16982,1
12776,2624,311910,19047,4,0.2987356447491656,Male,1,0,Secondary,28824,0
16728,4995,348307,9748,3,0.6023810187989834,Female,1,1,Post Graduate,19147,0
11969,6154,215043,16577,3,0.6224538524147338,Male,1,0,Post Graduate,17078,0
19636,4121,246221,16015,4,0.680820983014679,Female,1,0,Graduate,95280,0
16642,3004,396874,17108,0,0.4754598088645345,Female,1,0,Graduate,95409,1
11618,4516,331620,2104,3,0.7417290682767761,Female,0,1,Secondary,75853,0
14364,3734,380724,18654,1,0.882051019731122,Female,0,1,Secondary,47212,1
14746,1244,301831,13936,0,0.3897664601559181,Female,1,0,Post Graduate,93994,1
8731,5972,417720,10601,2,0.6921200315765621,Male,1,1,Post Graduate,55456,0
12924,6639,398737,4646,2,0.8499280566766099,Female,1,0,Secondary,73803,1
14761,5356,250122,15960,0,0.6804007338319298,Male,1,1,Post Graduate,91577,1
9119,6380,256598,15878,1,0.6767766490509817,Male,0,0,Post Graduate,32062,1
17816,1008,421215,19438,2,0.35664079835964463,Female,0,0,Graduate,55423,1
21049,4314,164832,10145,1,0.5745911402237851,Female,1,0,Secondary,87716,1
8430,1510,450723,19226,4,0.5937659905232061,Male,1,0,Secondary,23384,1
21269,1959,193190,3802,3,0.6900906937191669,Female,1,0,Secondary,22128,0
13863,2508,231601,17365,0,0.8977750149273278,Female,1,1,Graduate,22473,1
9958,4758,118682,7105,3,0.22355067578063348,Female,1,1,Secondary,12366,0
10800,2682,273009,19944,4,0.2456628628872408,Male,0,1,Post Graduate,37578,1
15866,989,497392,3749,2,0.25456504860164314,Male,0,1,Graduate,55649,1
9420,4284,296553,17974,1,0.7200853941422698,Female,1,0,Graduate,25327,0
11320,254,403857,18752,1,0.29544765657753025,Female,1,0,Secondary,77101,0
17513,4163,416204,11181,4,0.6357163121432416,Female,0,0,Post Graduate,68136,1
19197,4711,185486,2361,0,0.4272682145254209,Male,0,1,Secondary,46969,1
20641,6479,133030,4773,3,0.5201239693474977,Female,0,0,Post Graduate,87745,1
10559,6814,170360,14495,2,0.35096421187218974,Female,1,1,Secondary,22929,0
18927,6964,398117,3064,0,0.8062745929131794,Female,0,1,Post Graduate,20444,1
17381,4969,185009,19799,4,0.6103052269141185,Female,1,1,Post Graduate,18756,1
9123,6443,348875,6616,4,0.8611942845075768,Male,1,0,Post Graduate,13453,0
8774,5721,219737,8975,1,0.6022173747930306,Female,0,1,Graduate,58424,1
9542,4452,460716,11960,2,0.2867356214178627,Female,1,1,Secondary,52262,0
20767,255,164360,16324,0,0.3196093036869328,Male,0,1,Secondary,57292,0
10543,1007,313894,7243,1,0.892351783457493,Female,1,1,Secondary,36326,1
14290,6496,115018,10560,2,0.7078956381316075,Female,0,1,Graduate,99537,0
12460,1755,447243,15684,3,0.23449512502036277,Male,0,0,Post Graduate,43025,1
10434,2571,290904,9330,3,0.6926467035242654,Female,0,1,Graduate,24788,0
9370,3908,186817,5923,1,0.48852113276672815,Male,0,1,Graduate,68939,1
7659,2997,242803,7467,0,0.41504587077623334,Female,1,1,Post Graduate,65373,0
17533,2803,136984,7076,2,0.30784255561137397,Female,0,0,Secondary,11046,1
8441,3765,420127,9001,3,0.787932768189596,Female,0,1,Graduate,16646,1
8935,4379,340595,16303,3,0.2446889652923705,Male,0,0,Post Graduate,61384,1
20991,3383,405887,18699,0,0.4028848236657482,Female,0,1,Post Graduate,69938,1
11300,98,383618,17457,1,0.41446802567799307,Male,1,0,Secondary,63229,1
17435,196,242608,9675,4,0.31263369877445024,Male,0,0,Post Graduate,68984,1
20266,2529,62150,13303,2,0.5557294183008092,Male,1,0,Post Graduate,36287,1
10661,877,325550,18933,3,0.20819183876762484,Male,1,1,Post Graduate,91968,1
13883,1868,200853,18743,4,0.4106828607872864,Male,1,1,Secondary,30125,1
15135,6758,238489,16128,0,0.8535406108231447,Male,0,1,Secondary,44836,1
18472,2665,428191,19280,1,0.417370698539404,Female,1,1,Post Graduate,67735,1
7306,1388,436115,7659,2,0.45232157097472614,Female,0,0,Post Graduate,81359,1
10567,2415,415301,6246,0,0.5312155337638501,Female,0,1,Secondary,36025,0
13864,569,68325,7967,1,0.5931853623960324,Female,0,1,Secondary,42996,0
17083,2637,249756,7661,0,0.7660960513745207,Male,1,0,Secondary,46020,0
12228,7242,406559,13416,3,0.33322485620921233,Female,0,0,Graduate,30421,1
18756,1065,254541,1510,3,0.8102224640347899,Female,1,0,Secondary,34809,0
9906,421,452652,9614,4,0.7302845500007225,Male,1,0,Post Graduate,67609,1
18711,2883,67669,3432,0,0.7058552342630886,Female,1,1,Secondary,27241,0
13206,1204,439529,2906,3,0.2607632016002447,Male,1,1,Post Graduate,57417,1
10573,544,384154,16554,1,0.2151484829822093,Female,0,0,Post Graduate,19068,1
14911,4166,257836,17448,4,0.6158088906356588,Female,0,0,Post Graduate,74729,1
8213,3639,182915,5928,2,0.8041937737662128,Male,0,1,Secondary,36834,0
9311,7272,246681,5710,0,0.6091090248984452,Female,0,0,Secondary,79730,1
8742,1223,100812,12540,3,0.34926440581187157,Female,0,0,Secondary,89235,0
12846,3172,328203,7124,1,0.26336392856444923,Female,1,0,Secondary,61544,0
18546,767,398413,8837,0,0.6897175169724145,Female,1,1,Secondary,78860,1
21090,6450,302862,16583,1,0.7052391941224667,Male,1,1,Graduate,53911,1
19038,3657,221840,18184,4,0.32077219048097605,Female,0,1,Secondary,71963,1
19713,5802,75395,7109,3,0.2197332208475754,Male,1,0,Graduate,49029,1
20404,6520,332346,10909,3,0.4857984592562379,Male,0,1,Post Graduate,96871,1
18420,654,456489,7659,4,0.6079030914931155,Female,1,0,Post Graduate,36832,1
9129,6821,492105,2238,1,0.6942016866970337,Male,1,1,Post Graduate,11432,1
16067,2446,279707,16064,0,0.7669615064070319,Female,1,0,Post Graduate,10480,1
13768,5892,297181,6620,1,0.6273761991147127,Male,0,0,Graduate,78506,1
21003,220,254120,2486,0,0.27761642601893954,Male,0,1,Graduate,44433,0
8229,3666,274839,5681,4,0.6778071704996904,Male,0,1,Post Graduate,62406,0
19251,4277,269882,12490,2,0.8889236500264175,Male,0,0,Secondary,24265,1
10999,4402,153235,5470,0,0.8339092092181828,Female,1,0,Post Graduate,84144,1
16955,2569,95510,12723,3,0.8101682364886589,Female,0,0,Post Graduate,82786,1
18767,5515,137945,14888,3,0.41151910735083863,Female,0,0,Graduate,10944,1
20420,1013,292802,8177,3,0.7255517235178004,Female,1,0,Post Graduate,44820,1
8354,2051,300168,14201,1,0.7957724121756018,Male,1,1,Graduate,20542,1
13044,7006,382793,6441,1,0.6748283432418842,Female,1,0,Graduate,68323,1
9200,3985,418867,19224,1,0.37539322959758636,Female,0,1,Post Graduate,83239,0
16949,4943,52881,12719,3,0.8676837803124708,Female,1,1,Secondary,69998,0
14280,4899,358057,6397,0,0.5155735880210731,Male,1,1,Graduate,86739,0
14369,4310,161860,2621,3,0.2908638910661156,Male,0,1,Graduate,53743,1
16891,3019,396929,18945,0,0.2768445265401744,Male,1,0,Graduate,39922,0
10715,3681,374601,18800,1,0.653263291109332,Male,0,1,Post Graduate,23965,1
7742,1443,216415,5190,2,0.5063967524917175,Male,0,1,Post Graduate,30387,0
19142,4196,189728,6054,1,0.26613871262527455,Female,0,1,Graduate,44354,0
13518,3010,317885,2130,4,0.7182552005092662,Male,1,0,Secondary,59541,0
11952,572,197733,15071,0,0.7595276170810337,Female,1,1,Post Graduate,13728,0
15239,1332,409235,12936,2,0.7077909415505159,Male,1,1,Secondary,68193,1
15133,4753,340834,3118,1,0.34158261437880905,Male,0,1,Secondary,99927,1
16670,7082,344977,1663,2,0.6828428191972485,Male,1,0,Post Graduate,35394,0
14897,4002,152566,16735,3,0.20750596202606958,Male,0,0,Graduate,87835,0
21625,5629,121240,10763,0,0.4135784977748864,Male,1,0,Secondary,16480,0
11758,3134,156898,18907,4,0.4791750719852806,Male,0,1,Graduate,61806,1
13891,5752,389855,9053,3,0.784672864219851,Female,0,0,Secondary,57232,1
16749,4086,259304,18371,2,0.473276061148583,Male,0,0,Graduate,79642,1
19126,225,351167,4845,1,0.20788861233257883,Male,0,0,Post Graduate,94239,0
17333,4200,352353,14496,0,0.4466424882796066,Female,0,1,Secondary,86656,1
9609,1997,405734,7301,4,0.5492468688515011,Male,0,0,Secondary,48920,1
21438,771,398756,12885,1,0.8643033506709414,Male,0,1,Secondary,94854,0
13568,4524,130522,17482,4,0.8587240126526814,Female,0,1,Graduate,78041,1
8210,433,423798,3288,0,0.3266118267549881,Female,0,1,Secondary,98999,0
11640,5326,195512,8796,2,0.3296025792176161,Male,0,1,Secondary,90322,0
20129,3099,169107,8263,4,0.31436701952518536,Male,0,0,Graduate,83334,1
11309,2729,451176,13777,0,0.7522453526898722,Male,0,0,Graduate,74918,1
13928,3407,72462,9770,4,0.20421542825788447,Male,1,1,Post Graduate,34253,0
9469,6731,329965,8385,1,0.28902403873431415,Male,1,1,Graduate,19003,1
9472,3140,470474,15862,4,0.5765717421508693,Male,0,1,Secondary,91975,1
12968,865,142889,9464,1,0.37329344682073584,Female,1,1,Secondary,84435,0
13613,2793,138952,5881,1,0.2646495207674835,Female,0,0,Post Graduate,24714,1
15615,2911,243596,17018,0,0.45191460863368405,Female,1,0,Post Graduate,25861,1
15336,2415,465331,16691,3,0.3919453235421714,Female,0,1,Secondary,96038,1
18650,250,430210,10367,4,0.5577730145599992,Male,1,0,Graduate,13316,1
14089,7002,227505,1413,2,0.885463515681137,Female,0,0,Secondary,88595,0
21319,4951,271576,18934,1,0.2870132457704429,Male,1,0,Post Graduate,46257,1
8085,3757,269393,15714,3,0.46090869338386603,Male,0,0,Secondary,30710,1
13439,5289,391508,8141,1,0.8523895125107321,Female,1,1,Secondary,64433,0
13644,7257,382221,14182,3,0.8138111304456757,Male,1,0,Secondary,90737,1
9716,4656,352788,17225,3,0.4759897243489964,Female,1,1,Post Graduate,27577,0
16288,5565,374787,2946,2,0.6892672851638155,Female,0,0,Post Graduate,80530,1
19664,6437,325455,1191,3,0.2614999095069419,Female,1,0,Post Graduate,17506,1
11454,918,304084,17424,2,0.6987787388805305,Female,1,1,Graduate,67121,0
12919,1173,179466,15175,0,0.881000410639319,Female,0,0,Post Graduate,77033,0
9236,3203,80531,11051,1,0.5762417069839341,Male,0,1,Graduate,19442,1
17648,432,64588,6892,2,0.54894315892409,Female,1,0,Graduate,68216,1
11107,6202,361560,4449,1,0.33112303379133723,Male,0,1,Post Graduate,12410,1
14451,5064,193452,9327,4,0.6436517392351042,Male,1,0,Graduate,36154,1
16793,835,223717,6909,0,0.6133060965452404,Male,1,1,Graduate,84202,1
19655,2246,461034,13393,4,0.6563531416330253,Male,0,0,Secondary,31515,1
18632,2262,211929,2941,4,0.2182583006793053,Female,1,1,Graduate,62718,0
10536,897,71711,5221,3,0.5841064418443516,Male,1,0,Graduate,73446,0
9652,3632,186169,7543,3,0.6164543904481611,Female,0,1,Post Graduate,95968,1
9232,4567,428492,18942,4,0.34527109478896156,Male,0,1,Secondary,49695,0
18213,3815,209465,15012,3,0.3458330002419752,Female,1,0,Graduate,25421,1
15856,246,334220,3121,1,0.3933527179576649,Female,1,1,Graduate,31008,1
12216,2429,396418,18412,3,0.6982051142090663,Female,1,1,Graduate,98601,0
12798,990,369753,12726,4,0.6243862444726602,Female,0,0,Post Graduate,48785,1
17882,3310,210389,6656,3,0.7920338522824633,Female,1,0,Post Graduate,65952,1
8246,926,108480,9967,3,0.40696100029016874,Male,1,0,Secondary,73552,1
21165,3438,319188,16764,2,0.8384476419218228,Male,1,1,Graduate,17005,1
16869,5287,300309,16873,2,0.7205943133883508,Male,0,1,Secondary,63737,1
8739,2607,105486,12079,4,0.47650816900958787,Male,1,0,Post Graduate,41811,0
18672,1074,105162,19262,1,0.2666834459378191,Female,1,1,Graduate,84722,1
15030,5930,260359,3271,0,0.37988856374123775,Male,0,0,Graduate,59920,1
12157,4022,79882,2607,0,0.8697377520503953,Male,0,1,Secondary,35120,1
7640,3799,104078,16679,4,0.41725436311885555,Male,1,0,Graduate,80610,0
18481,4784,370878,17989,1,0.4309306721043451,Male,0,1,Post Graduate,19123,1
7682,6523,288680,4665,1,0.3327122517684019,Male,1,0,Secondary,34666,1
20591,6617,158730,17308,1,0.7647954207971357,Female,1,0,Secondary,96253,0
17048,3151,224898,6852,2,0.39295096116959416,Female,0,0,Graduate,57565,1
15791,6840,400129,6462,4,0.431180773858199,Male,1,1,Post Graduate,29352,1
7438,3438,356172,19528,0,0.4900436759021386,Female,1,1,Graduate,41626,1
7658,5580,494547,5270,1,0.5036097958422268,Male,1,1,Secondary,12659,1
12231,7054,148938,16697,4,0.48793855329051516,Female,1,0,Secondary,10633,1
17014,5055,168319,18760,0,0.55262058676231,Female,1,1,Post Graduate,25716,1
10756,4573,82543,4462,2,0.7701590157314824,Male,0,1,Secondary,27632,1
8927,7147,174279,16474,3,0.7734995285194153,Female,1,0,Post Graduate,27366,0
21570,7069,79362,1347,0,0.7588191936343427,Male,1,0,Graduate,45278,1
16795,3491,470531,17384,0,0.2707873873815413,Male,0,0,Post Graduate,95770,1
13926,706,208818,1062,0,0.7597751622923699,Female,0,0,Graduate,30377,0
12304,6997,453273,2783,3,0.28417624144060377,Female,0,1,Graduate,77152,1
16626,5233,292721,9417,1,0.2873066390365806,Female,0,0,Secondary,66173,1
17678,3064,355059,7566,3,0.8635039401444726,Female,0,1,Graduate,18616,1
20583,753,464277,18426,0,0.773578491293879,Male,0,0,Secondary,19622,1
13952,6646,363514,11872,2,0.586687326807606,Male,0,1,Post Graduate,93555,0
13716,5755,215229,16318,0,0.8124791431345035,Male,0,0,Post Graduate,55160,1
10470,6960,423519,2234,2,0.8925552497863041,Male,1,0,Graduate,49163,0
11135,587,192394,2984,4,0.6274494466422442,Male,1,0,Post Graduate,92097,1
15317,1334,119812,18978,2,0.6290289058870626,Male,0,0,Graduate,89112,1
9451,5588,346161,2952,0,0.7280989204119495,Female,1,0,Post Graduate,80787,1
16729,1847,368936,19079,3,0.36249726665573295,Male,1,1,Graduate,56278,0
21372,6851,470958,18338,0,0.31698740306315953,Male,1,1,Graduate,33419,1
19227,3934,278208,4291,0,0.7317065250105508,Female,1,1,Post Graduate,37577,0
14205,7211,441342,9548,4,0.4414333564958716,Female,1,1,Post Graduate,90133,0
10134,3926,329773,15504,1,0.29454924941415384,Male,0,1,Post Graduate,45557,1
19752,3317,178614,12787,0,0.4204144081424248,Male,0,0,Post Graduate,32645,1
16490,4020,451461,1968,4,0.45104580751220275,Female,1,0,Graduate,54516,1
9867,3155,146950,17625,3,0.8756593616539834,Male,0,1,Graduate,25306,1
8607,4302,224942,5234,4,0.6885717977615462,Female,1,1,Post Graduate,37968,1
16148,2198,114829,9338,4,0.5715994221798137,Female,1,1,Post Graduate,88131,0
9960,6811,295602,8349,2,0.8782111970778235,Female,1,1,Secondary,35065,0
17703,6671,60588,14368,1,0.8321978183319265,Male,0,1,Graduate,35920,1
17401,164,443658,16201,1,0.5584005996299117,Male,1,0,Graduate,42636,0
11030,7060,417424,17070,3,0.8339757447638865,Female,1,1,Post Graduate,90608,0
17538,1998,352865,9734,4,0.4830132606438596,Female,1,0,Secondary,46359,1
13507,3057,218217,9883,3,0.36129446574963725,Male,0,1,Post Graduate,48413,1
10462,2084,322743,2025,3,0.3628747237754596,Male,1,0,Graduate,79655,1
8440,4428,384738,13197,1,0.6636208671094888,Male,0,1,Graduate,80847,1
21477,402,258502,4359,1,0.550749224495094,Female,1,1,Secondary,18944,1
15758,413,184011,6257,1,0.6612655929038127,Female,1,0,Post Graduate,13048,0
17337,44,302856,3951,0,0.6802531749835189,Female,1,0,Secondary,47212,1
9008,6349,334293,8389,4,0.21562601102840234,Male,0,0,Post Graduate,79656,0
10930,4157,439760,15666,3,0.23782771464353164,Female,1,1,Secondary,87189,1
10511,2467,247639,15952,4,0.5728744086138748,Female,1,1,Post Graduate,26000,1
17785,867,191280,19939,3,0.3337248344320538,Female,1,1,Post Graduate,55654,0
19224,5587,247170,15227,3,0.6427736381631077,Male,1,1,Post Graduate,85496,1
19321,6963,421178,18534,3,0.5865300174194537,Female,1,0,Graduate,96816,0
13838,18,230564,16624,3,0.6100322508596239,Female,1,0,Post Graduate,98973,1
17002,364,70951,2735,2,0.41171876588170747,Male,0,0,Graduate,35534,0
7775,7174,229992,18422,2,0.6478904543945276,Female,1,0,Secondary,54221,1
14984,3832,96766,7369,0,0.7806448455395161,Male,0,0,Post Graduate,23339,1
16468,6571,369158,8127,1,0.8986498775145659,Male,1,0,Graduate,45306,0
8507,5236,209423,3912,3,0.78691107032055,Female,0,0,Secondary,90359,0
20631,579,492602,16464,4,0.5902491317759633,Male,1,1,Post Graduate,68134,1
9260,545,137122,13606,2,0.3354007141759696,Female,0,1,Secondary,22459,0
7857,5825,321452,2242,1,0.6770121132838747,Male,1,0,Graduate,81717,0
20605,6468,371396,16636,0,0.8563576498905847,Female,0,0,Graduate,22208,1
21193,4150,133211,11108,1,0.34830657781261165,Male,1,1,Post Graduate,63546,1
8182,4873,471280,9098,3,0.37919693436860397,Male,0,0,Graduate,67991,1
17686,3039,497095,4412,1,0.3043059803881558,Male,1,1,Graduate,88571,1
12061,4137,176534,19883,3,0.7157051505384813,Female,1,1,Secondary,15876,1
18159,5416,58720,12632,2,0.4845930523965615,Female,1,0,Post Graduate,77011,0
13167,4044,438348,14231,2,0.24388694722046886,Female,0,1,Post Graduate,89316,0
14263,4326,486156,16183,3,0.812464994043196,Male,0,1,Post Graduate,36636,1
20451,452,129993,8160,4,0.5903703332917967,Male,0,1,Secondary,99657,1
20169,3961,359257,18597,2,0.43176600440024904,Female,1,0,Graduate,40978,0
14466,6537,361070,12123,4,0.44078808324276786,Female,0,0,Post Graduate,68467,1
20282,5641,481419,17802,3,0.40317585413363477,Male,1,1,Post Graduate,35191,1
15229,1381,269973,5960,3,0.5188361206748493,Male,1,0,Secondary,36901,0
12647,1467,448608,1788,2,0.4359291819417015,Male,1,1,Secondary,21329,0
14569,5247,75905,19255,4,0.5835624128494266,Female,1,1,Post Graduate,30056,0
17102,2738,254580,14350,3,0.7414620765899058,Male,1,0,Post Graduate,93543,0
18980,6535,100385,19409,2,0.6721228984110614,Female,1,1,Secondary,38025,0
15425,1216,80653,3446,3,0.406119824927882,Male,1,1,Secondary,20895,1
20827,6747,141865,17183,1,0.5701187080778455,Female,0,1,Secondary,19332,1
9754,880,175813,9752,1,0.7880883119385755,Male,0,1,Secondary,90076,0
